Country Name,Country Code,Series Name,Series Code,2016 [YR2016]
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,15141598622.5692
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,4062.12697838612
Georgia,GEO,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,33.1683006286621
Georgia,GEO,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,32.466968536377
Georgia,GEO,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,32.8466300964355
Georgia,GEO,Population density (people per sq. km of land area),EN.POP.DNST,65.2140557752196
Georgia,GEO,"Population, female",SP.POP.TOTL.FE.IN,1971253
Georgia,GEO,"Population, male",SP.POP.TOTL.MA.IN,1756252
Georgia,GEO,"Population, total",SP.POP.TOTL,3727505
Georgia,GEO,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,4.9
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,3469853463945.53
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,42136.1207907991
Germany,DEU,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,20.6898708343506
Germany,DEU,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,30.7189807891846
Germany,DEU,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,25.5801200866699
Germany,DEU,Population density (people per sq. km of land area),EN.POP.DNST,235.712929356538
Germany,DEU,"Population, female",SP.POP.TOTL.FE.IN,41750423
Germany,DEU,"Population, male",SP.POP.TOTL.MA.IN,40598245
Germany,DEU,"Population, total",SP.POP.TOTL,82348669
Germany,DEU,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,56164928691.0359
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,1900.39767444476
Ghana,GHA,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Ghana,GHA,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Ghana,GHA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Ghana,GHA,Population density (people per sq. km of land area),EN.POP.DNST,129.886187044036
Ghana,GHA,"Population, female",SP.POP.TOTL.FE.IN,14814792
Ghana,GHA,"Population, male",SP.POP.TOTL.MA.IN,14739510
Ghana,GHA,"Population, total",SP.POP.TOTL,29554303
Ghana,GHA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,25.2
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,..
Gibraltar,GIB,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Gibraltar,GIB,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Gibraltar,GIB,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Gibraltar,GIB,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Gibraltar,GIB,Population density (people per sq. km of land area),EN.POP.DNST,3256.5
Gibraltar,GIB,"Population, female",SP.POP.TOTL.FE.IN,16320
Gibraltar,GIB,"Population, male",SP.POP.TOTL.MA.IN,16244
Gibraltar,GIB,"Population, total",SP.POP.TOTL,32565
Gibraltar,GIB,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,193148146586.933
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,17923.9668134716
Greece,GRC,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,19.7122898101807
Greece,GRC,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,20.5968704223633
Greece,GRC,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,20.1387195587158
Greece,GRC,Population density (people per sq. km of land area),EN.POP.DNST,83.5994647013189
Greece,GRC,"Population, female",SP.POP.TOTL.FE.IN,5489087
Greece,GRC,"Population, male",SP.POP.TOTL.MA.IN,5286884
Greece,GRC,"Population, total",SP.POP.TOTL,10775971
Greece,GRC,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,1
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,2707139544.46695
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,48181.7453541266
Greenland,GRL,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Greenland,GRL,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Greenland,GRL,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Greenland,GRL,Population density (people per sq. km of land area),EN.POP.DNST,0.136888780606651
Greenland,GRL,"Population, female",SP.POP.TOTL.FE.IN,26525
Greenland,GRL,"Population, male",SP.POP.TOTL.MA.IN,29660
Greenland,GRL,"Population, total",SP.POP.TOTL,56186
Greenland,GRL,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,1061640740.74074
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,8849.51353500776
Grenada,GRD,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Grenada,GRD,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Grenada,GRD,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Grenada,GRD,Population density (people per sq. km of land area),EN.POP.DNST,352.841176470588
Grenada,GRD,"Population, female",SP.POP.TOTL.FE.IN,59709
Grenada,GRD,"Population, male",SP.POP.TOTL.MA.IN,60258
Grenada,GRD,"Population, total",SP.POP.TOTL,119966
Grenada,GRD,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,5901000000
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,35052.8079075238
Guam,GUM,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Guam,GUM,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Guam,GUM,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Guam,GUM,Population density (people per sq. km of land area),EN.POP.DNST,311.751851851852
Guam,GUM,"Population, female",SP.POP.TOTL.FE.IN,83220
Guam,GUM,"Population, male",SP.POP.TOTL.MA.IN,85126
Guam,GUM,"Population, total",SP.POP.TOTL,168346
Guam,GUM,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,66053403469.0024
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,4173.28134863663
Guatemala,GTM,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Guatemala,GTM,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Guatemala,GTM,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Guatemala,GTM,Population density (people per sq. km of land area),EN.POP.DNST,147.701474430758
Guatemala,GTM,"Population, female",SP.POP.TOTL.FE.IN,7987891
Guatemala,GTM,"Population, male",SP.POP.TOTL.MA.IN,7839799
Guatemala,GTM,"Population, total",SP.POP.TOTL,15827690
Guatemala,GTM,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,8595955600.36601
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,720.473255172646
Guinea,GIN,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,3.05458998680115
Guinea,GIN,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,11.681489944458
Guinea,GIN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,7.1741099357605
Guinea,GIN,Population density (people per sq. km of land area),EN.POP.DNST,48.555205111509
Guinea,GIN,"Population, female",SP.POP.TOTL.FE.IN,6064194
Guinea,GIN,"Population, male",SP.POP.TOTL.MA.IN,5866792
Guinea,GIN,"Population, total",SP.POP.TOTL,11930985
Guinea,GIN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,1179004911.26676
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,642.666390086932
Guinea-Bissau,GNB,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Guinea-Bissau,GNB,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Guinea-Bissau,GNB,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Guinea-Bissau,GNB,Population density (people per sq. km of land area),EN.POP.DNST,65.2401137980085
Guinea-Bissau,GNB,"Population, female",SP.POP.TOTL.FE.IN,931364
Guinea-Bissau,GNB,"Population, male",SP.POP.TOTL.MA.IN,903188
Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,1834552
Guinea-Bissau,GNB,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,4482697336.56174
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,5905.38019563205
Guyana,GUY,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Guyana,GUY,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Guyana,GUY,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Guyana,GUY,Population density (people per sq. km of land area),EN.POP.DNST,3.85616967233934
Guyana,GUY,"Population, female",SP.POP.TOTL.FE.IN,386678
Guyana,GUY,"Population, male",SP.POP.TOTL.MA.IN,372409
Guyana,GUY,"Population, total",SP.POP.TOTL,759087
Guyana,GUY,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,14069277532.5199
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,1313.18609516709
Haiti,HTI,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Haiti,HTI,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Haiti,HTI,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Haiti,HTI,Population density (people per sq. km of land area),EN.POP.DNST,388.746335268505
Haiti,HTI,"Population, female",SP.POP.TOTL.FE.IN,5394724
Haiti,HTI,"Population, male",SP.POP.TOTL.MA.IN,5319125
Haiti,HTI,"Population, total",SP.POP.TOTL,10713849
Haiti,HTI,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,21717604952.1835
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,2295.53627000423
Honduras,HND,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,10.3015203475952
Honduras,HND,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,10.7509298324585
Honduras,HND,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,10.5029497146606
Honduras,HND,Population density (people per sq. km of land area),EN.POP.DNST,84.5544552685673
Honduras,HND,"Population, female",SP.POP.TOTL.FE.IN,4678163
Honduras,HND,"Population, male",SP.POP.TOTL.MA.IN,4782635
Honduras,HND,"Population, total",SP.POP.TOTL,9460798
Honduras,HND,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,14.6
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,320860317562.562
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,43734.1980702999
"Hong Kong SAR, China",HKG,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
"Hong Kong SAR, China",HKG,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
"Hong Kong SAR, China",HKG,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
"Hong Kong SAR, China",HKG,Population density (people per sq. km of land area),EN.POP.DNST,6987.2380952381
"Hong Kong SAR, China",HKG,"Population, female",SP.POP.TOTL.FE.IN,3945594
"Hong Kong SAR, China",HKG,"Population, male",SP.POP.TOTL.MA.IN,3391006
"Hong Kong SAR, China",HKG,"Population, total",SP.POP.TOTL,7336600
"Hong Kong SAR, China",HKG,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,128609822750.039
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,13104.6995457458
Hungary,HUN,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,21.2356300354004
Hungary,HUN,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,19.4499492645264
Hungary,HUN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,20.4075393676758
Hungary,HUN,Population density (people per sq. km of land area),EN.POP.DNST,107.539151873767
Hungary,HUN,"Population, female",SP.POP.TOTL.FE.IN,5132281
Hungary,HUN,"Population, male",SP.POP.TOTL.MA.IN,4681743
Hungary,HUN,"Population, total",SP.POP.TOTL,9814023
Hungary,HUN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,1.3
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,20793168030.9524
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,61987.9263620283
Iceland,ISL,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Iceland,ISL,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Iceland,ISL,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Iceland,ISL,Population density (people per sq. km of land area),EN.POP.DNST,3.34602493765586
Iceland,ISL,"Population, female",SP.POP.TOTL.FE.IN,166298
Iceland,ISL,"Population, male",SP.POP.TOTL.MA.IN,169141
Iceland,ISL,"Population, total",SP.POP.TOTL,335439
Iceland,ISL,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0
India,IND,GDP (current US$),NY.GDP.MKTP.CD,2294796885682.55
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,1714.27953740039
India,IND,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,7.28427982330322
India,IND,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,13.0686302185059
India,IND,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,10.1431703567505
India,IND,Population density (people per sq. km of land area),EN.POP.DNST,450.235719883358
India,IND,"Population, female",SP.POP.TOTL.FE.IN,647012921
India,IND,"Population, male",SP.POP.TOTL.MA.IN,691623419
India,IND,"Population, total",SP.POP.TOTL,1338636340
India,IND,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,18.1
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,931877364037.698
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,3558.81885175737
Indonesia,IDN,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,8.48476028442383
Indonesia,IDN,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,9.10894966125488
Indonesia,IDN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,8.79403018951416
Indonesia,IDN,Population density (people per sq. km of land area),EN.POP.DNST,139.466062394042
Indonesia,IDN,"Population, female",SP.POP.TOTL.FE.IN,129940374
Indonesia,IDN,"Population, male",SP.POP.TOTL.MA.IN,131909809
Indonesia,IDN,"Population, total",SP.POP.TOTL,261850182
Indonesia,IDN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,7.5
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,457954614593.746
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,5497.24323254699
"Iran, Islamic Rep.",IRN,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,18.5862407684326
"Iran, Islamic Rep.",IRN,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,17.810619354248
"Iran, Islamic Rep.",IRN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,18.1766109466553
"Iran, Islamic Rep.",IRN,Population density (people per sq. km of land area),EN.POP.DNST,51.1470265723618
"Iran, Islamic Rep.",IRN,"Population, female",SP.POP.TOTL.FE.IN,41105603
"Iran, Islamic Rep.",IRN,"Population, male",SP.POP.TOTL.MA.IN,42200628
"Iran, Islamic Rep.",IRN,"Population, total",SP.POP.TOTL,83306231
"Iran, Islamic Rep.",IRN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0.7
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,166602488747.885
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,4305.20270154631
Iraq,IRQ,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Iraq,IRQ,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Iraq,IRQ,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Iraq,IRQ,Population density (people per sq. km of land area),EN.POP.DNST,89.1394772970184
Iraq,IRQ,"Population, female",SP.POP.TOTL.FE.IN,19369155
Iraq,IRQ,"Population, male",SP.POP.TOTL.MA.IN,19328788
Iraq,IRQ,"Population, total",SP.POP.TOTL,38697943
Iraq,IRQ,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,298559265006.398
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,62784.0656875694
Ireland,IRL,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Ireland,IRL,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Ireland,IRL,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Ireland,IRL,Population density (people per sq. km of land area),EN.POP.DNST,69.027943097692
Ireland,IRL,"Population, female",SP.POP.TOTL.FE.IN,2401916
Ireland,IRL,"Population, male",SP.POP.TOTL.MA.IN,2353419
Ireland,IRL,"Population, total",SP.POP.TOTL,4755335
Ireland,IRL,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0.1
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,6846373276.59372
Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,82041.6210496551
Isle of Man,IMN,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Isle of Man,IMN,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Isle of Man,IMN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Isle of Man,IMN,Population density (people per sq. km of land area),EN.POP.DNST,146.40350877193
Isle of Man,IMN,"Population, female",SP.POP.TOTL.FE.IN,42110
Isle of Man,IMN,"Population, male",SP.POP.TOTL.MA.IN,41340
Isle of Man,IMN,"Population, total",SP.POP.TOTL,83450
Isle of Man,IMN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,322102790386.835
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,37690.4739511859
Israel,ISR,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Israel,ISR,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Israel,ISR,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Israel,ISR,Population density (people per sq. km of land area),EN.POP.DNST,394.916820702403
Israel,ISR,"Population, female",SP.POP.TOTL.FE.IN,4297207
Israel,ISR,"Population, male",SP.POP.TOTL.MA.IN,4248793
Israel,ISR,"Population, total",SP.POP.TOTL,8546000
Israel,ISR,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0.2
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1877071687633.78
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,30960.7315088902
Italy,ITA,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Italy,ITA,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Italy,ITA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Italy,ITA,Population density (people per sq. km of land area),EN.POP.DNST,205.017949533001
Italy,ITA,"Population, female",SP.POP.TOTL.FE.IN,31193971
Italy,ITA,"Population, male",SP.POP.TOTL.MA.IN,29433527
Italy,ITA,"Population, total",SP.POP.TOTL,60627498
Italy,ITA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,1.6
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,14077096714.1279
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,5022.70019182535
Jamaica,JAM,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Jamaica,JAM,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Jamaica,JAM,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Jamaica,JAM,Population density (people per sq. km of land area),EN.POP.DNST,258.789935364728
Jamaica,JAM,"Population, female",SP.POP.TOTL.FE.IN,1410867
Jamaica,JAM,"Population, male",SP.POP.TOTL.MA.IN,1391829
Jamaica,JAM,"Population, total",SP.POP.TOTL,2802695
Jamaica,JAM,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,5003677627544.24
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,39375.4731620781
Japan,JPN,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Japan,JPN,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Japan,JPN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Japan,JPN,Population density (people per sq. km of land area),EN.POP.DNST,348.631001371742
Japan,JPN,"Population, female",SP.POP.TOTL.FE.IN,65245704
Japan,JPN,"Population, male",SP.POP.TOTL.MA.IN,61830297
Japan,JPN,"Population, total",SP.POP.TOTL,127076000
Japan,JPN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,39892551126.7606
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,4003.40474641177
Jordan,JOR,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Jordan,JOR,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Jordan,JOR,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Jordan,JOR,Population density (people per sq. km of land area),EN.POP.DNST,112.239873845461
Jordan,JOR,"Population, female",SP.POP.TOTL.FE.IN,4778803
Jordan,JOR,"Population, male",SP.POP.TOTL.MA.IN,5185852
Jordan,JOR,"Population, total",SP.POP.TOTL,9964656
Jordan,JOR,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,137278320084.171
