,Laureate_ID,Full_Name,Birth_Date,Sex
540,422,Roger W. Sperry,1913-08-20,Male
541,423,David H. Hubel,1926-02-27,Male
542,424,Torsten N. Wiesel,1924-06-03,Male
543,515,Office of the United Nations High Commissioner for Refugees (UNHCR),,
544,118,Nicolaas Bloembergen,1920-03-11,Male
545,119,Arthur Leonard Schawlow,1921-05-05,Male
546,120,Kai M. Siegbahn,1918-04-20,Male
547,259,Aaron Klug,1926-08-11,Male
548,696,George J. Stigler,1911-01-17,Male
549,659,Gabriel García Márquez,1927-03-06,Male
550,425,Sune K. Bergström,1916-01-10,Male
551,426,Bengt I. Samuelsson,1934-05-21,Male
552,427,John R. Vane,1927-03-29,Male
553,543,Alva Myrdal,1902-01-31,Female
554,544,Alfonso García Robles,1911-03-20,Male
555,121,Kenneth G. Wilson,1936-06-08,Male
556,260,Henry Taube,1915-11-30,Male
557,697,Gerard Debreu,1921-07-04,Male
558,660,William Golding,1911-09-19,Male
559,428,Barbara McClintock,1902-06-16,Female
560,545,Lech Walesa,1943-09-29,Male
561,122,Subramanyan Chandrasekhar,1910-10-19,Male
562,123,William Alfred Fowler,1911-08-09,Male
563,261,Robert Bruce Merrifield,1921-07-15,Male
564,698,Richard Stone,1913-08-30,Male
565,661,Jaroslav Seifert,1901-09-23,Male
566,429,Niels K. Jerne,1911-12-23,Male
567,430,Georges J.F. Köhler,1946-04-17,Male
568,431,César Milstein,1927-10-08,Male
569,546,Desmond Mpilo Tutu,1931-10-07,Male
570,124,Carlo Rubbia,1934-03-31,Male
571,125,Simon van der Meer,1925-11-24,Male
572,262,Herbert A. Hauptman,1917-02-14,Male
573,263,Jerome Karle,1918-06-18,Male
574,699,Franco Modigliani,1918-06-18,Male
575,662,Claude Simon,1913-10-10,Male
576,432,Michael S. Brown,1941-04-13,Male
577,433,Joseph L. Goldstein,1940-04-18,Male
578,547,International Physicians for the Prevention of Nuclear War,,
579,126,Klaus von Klitzing,1943-06-28,Male
580,264,Dudley R. Herschbach,1932-06-18,Male
581,265,Yuan T. Lee,1936-11-19,Male
582,266,John C. Polanyi,1929-01-23,Male
583,700,James M. Buchanan Jr.,1919-10-03,Male
584,663,Wole Soyinka,1934-07-13,Male
585,434,Stanley Cohen,1922-11-17,Male
586,435,Rita Levi-Montalcini,1909-04-22,Female
587,548,Elie Wiesel,1928-09-30,Male
588,127,Ernst Ruska,1906-12-25,Male
589,128,Gerd Binnig,1947-07-20,Male
590,129,Heinrich Rohrer,1933-06-06,Male
591,267,Donald J. Cram,1919-04-22,Male
592,268,Jean-Marie Lehn,1939-09-30,Male
593,268,Jean-Marie Lehn,1939-09-30,Male
594,269,Charles J. Pedersen,1904-10-03,Male
595,701,Robert M. Solow,1924-08-23,Male
596,664,Joseph Brodsky,1940-05-24,Male
597,436,Susumu Tonegawa,1939-09-06,Male
598,549,Oscar Arias Sánchez,1941-09-13,Male
599,130,J. Georg Bednorz,1950-05-16,Male
600,131,K. Alexander Müller,1927-04-20,Male
601,270,Johann Deisenhofer,1943-09-30,Male
602,270,Johann Deisenhofer,1943-09-30,Male
603,271,Robert Huber,1937-02-20,Male
604,272,Hartmut Michel,1948-07-18,Male
605,702,Maurice Allais,1911-05-31,Male
606,665,Naguib Mahfouz,1911-12-11,Male
607,437,Sir James W. Black,1924-06-14,Male
608,438,Gertrude B. Elion,1918-01-23,Female
609,439,George H. Hitchings,1905-04-18,Male
610,550,United Nations Peacekeeping Forces,,
611,132,Leon M. Lederman,1922-07-15,Male
612,133,Melvin Schwartz,1932-11-02,Male
613,134,Jack Steinberger,1921-05-25,Male
614,273,Sidney Altman,1939-05-07,Male
615,274,Thomas R. Cech,1947-12-08,Male
616,703,Trygve Haavelmo,1911-12-13,Male
617,666,Camilo José Cela,1916-05-11,Male
618,440,J. Michael Bishop,1936-02-22,Male
619,441,Harold E. Varmus,1939-12-18,Male
620,551,The 14th Dalai Lama (Tenzin Gyatso),1935-07-06,Male
621,135,Norman F. Ramsey,1915-08-27,Male
622,136,Hans G. Dehmelt,1922-09-09,Male
623,137,Wolfgang Paul,1913-08-10,Male
624,275,Elias James Corey,1928-07-12,Male
625,704,Harry M. Markowitz,1927-08-24,Male
626,705,Merton H. Miller,1923-05-16,Male
627,706,William F. Sharpe,1934-06-16,Male
628,667,Octavio Paz,1914-03-31,Male
629,442,Joseph E. Murray,1919-04-01,Male
630,443,E. Donnall Thomas,1920-03-15,Male
631,552,Mikhail Sergeyevich Gorbachev,1931-03-02,Male
632,138,Jerome I. Friedman,1930-03-28,Male
633,139,Henry W. Kendall,1926-12-09,Male
634,140,Richard E. Taylor,1929-11-02,Male
635,276,Richard R. Ernst,1933-08-14,Male
636,707,Ronald H. Coase,1910-12-29,Male
637,668,Nadine Gordimer,1923-11-20,Female
638,444,Erwin Neher,1944-03-20,Male
639,445,Bert Sakmann,1942-06-12,Male
640,553,Aung San Suu Kyi,1945-06-19,Female
641,141,Pierre-Gilles de Gennes,1932-10-24,Male
642,277,Rudolph A. Marcus,1923-07-21,Male
643,708,Gary S. Becker,1930-12-02,Male
644,669,Derek Walcott,1930-01-23,Male
645,446,Edmond H. Fischer,1920-04-06,Male
646,447,Edwin G. Krebs,1918-06-06,Male
647,554,Rigoberta Menchú Tum,1959-01-09,Female
648,142,Georges Charpak,1924-08-01,Male
649,142,Georges Charpak,1924-08-01,Male
650,278,Kary B. Mullis,1944-12-28,Male
651,279,Michael Smith,1932-04-26,Male
652,709,Robert W. Fogel,1927-07-01,Male
653,710,Douglass C. North,1920-11-05,Male
654,670,Toni Morrison,1931-02-18,Female
655,448,Richard J. Roberts,1943-09-06,Male
656,449,Phillip A. Sharp,1944-06-06,Male
657,555,Nelson Mandela,1918-07-18,Male
658,556,Frederik Willem de Klerk,1936-03-18,Male
659,143,Russell A. Hulse,1950-11-28,Male
660,144,Joseph H. Taylor Jr.,1941-03-29,Male
661,280,George A. Olah,1927-05-22,Male
662,711,John C. Harsanyi,1920-05-29,Male
663,712,John F. Nash Jr.,1928-06-13,Male
664,713,Reinhard Selten,1930-10-05,Male
665,671,Kenzaburo Oe,1935-01-31,Male
666,450,Alfred G. Gilman,1941-07-01,Male
667,451,Martin Rodbell,1925-12-01,Male
668,557,Yasser Arafat,1929-08-24,Male
669,558,Shimon Peres,1923-08-16,Male
670,559,Yitzhak Rabin,1922-03-01,Male
671,145,Bertram N. Brockhouse,1918-07-15,Male
672,146,Clifford G. Shull,1915-09-23,Male
673,281,Paul J. Crutzen,1933-12-03,Male
674,282,Mario J. Molina,1943-03-19,Male
675,283,F. Sherwood Rowland,1927-06-28,Male
676,714,Robert E. Lucas Jr.,1937-09-15,Male
677,672,Seamus Heaney,1939-04-13,Male
678,452,Edward B. Lewis,1918-05-20,Male
679,453,Christiane Nüsslein-Volhard,1942-10-20,Female
680,454,Eric F. Wieschaus,1947-06-08,Male
681,560,Joseph Rotblat,1908-11-04,Male
682,561,Pugwash Conferences on Science and World Affairs,,
683,147,Martin L. Perl,1927-06-24,Male
684,148,Frederick Reines,1918-03-16,Male
685,284,Robert F. Curl Jr.,1933-08-23,Male
686,285,Sir Harold W. Kroto,1939-10-07,Male
687,286,Richard E. Smalley,1943-06-06,Male
688,715,James A. Mirrlees,1936-07-05,Male
689,716,William Vickrey,1914-06-21,Male
690,673,Wislawa Szymborska,1923-07-02,Female
691,455,Peter C. Doherty,1940-10-15,Male
692,456,Rolf M. Zinkernagel,1944-01-06,Male
693,562,Carlos Filipe Ximenes Belo,1948-02-03,Male
694,563,José Ramos-Horta,1949-12-26,Male
695,149,David M. Lee,1931-01-20,Male
696,150,Douglas D. Osheroff,1945-08-01,Male
697,151,Robert C. Richardson,1937-06-26,Male
698,287,Paul D. Boyer,1918-07-31,Male
699,288,John E. Walker,1941-01-07,Male
700,289,Jens C. Skou,1918-10-08,Male
701,717,Robert C. Merton,1944-07-31,Male
702,718,Myron S. Scholes,1941-07-01,Male
703,674,Dario Fo,1926-03-24,Male
704,457,Stanley B. Prusiner,1942-05-28,Male
705,564,International Campaign to Ban Landmines (ICBL),,
706,565,Jody Williams,1950-10-09,Female
707,152,Steven Chu,1948-02-28,Male
708,153,Claude Cohen-Tannoudji,1933-04-01,Male
709,153,Claude Cohen-Tannoudji,1933-04-01,Male
710,154,William D. Phillips,1948-11-05,Male
711,290,Walter Kohn,1923-03-09,Male
712,291,John A. Pople,1925-10-31,Male
713,719,Amartya Sen,1933-11-03,Male
714,675,José Saramago,1922-11-16,Male
715,458,Robert F. Furchgott,1916-06-04,Male
716,459,Louis J. Ignarro,1941-05-31,Male
717,460,Ferid Murad,1936-09-14,Male
718,566,John Hume,1937-01-18,Male
719,567,David Trimble,1944-10-15,Male
720,155,Robert B. Laughlin,1950-11-01,Male
721,156,Horst L. Störmer,1949-04-06,Male
722,157,Daniel C. Tsui,1939-02-28,Male
723,292,Ahmed H. Zewail,1946-02-26,Male
724,720,Robert A. Mundell,1932-10-24,Male
725,676,Günter Grass,1927-10-16,Male
726,461,Günter Blobel,1936-05-21,Male
727,461,Günter Blobel,1936-05-21,Male
728,568,Médecins Sans Frontières,,
729,158,Gerardus 't Hooft,1946-07-05,Male
730,159,Martinus J.G. Veltman,1931-06-27,Male
731,729,Alan J. Heeger,1936-01-22,Male
732,730,Alan G. MacDiarmid,1927-04-14,Male
733,731,Hideki Shirakawa,1936-08-20,Male
734,732,James J. Heckman,1944-04-19,Male
735,733,Daniel L. McFadden,1937-07-29,Male
736,734,Gao Xingjian,1940-01-04,Male
737,722,Arvid Carlsson,1923-01-25,Male
738,723,Paul Greengard,1925-12-11,Male
739,724,Eric R. Kandel,1929-11-07,Male
740,725,Kim Dae-jung,1925-12-03,Male
741,726,Zhores I. Alferov,1930-03-15,Male
742,727,Herbert Kroemer,1928-08-25,Male
743,728,Jack S. Kilby,1923-11-08,Male
744,741,William S. Knowles,1917-06-01,Male
745,742,Ryoji Noyori,1938-09-03,Male
746,743,K. Barry Sharpless,1941-04-28,Male
747,744,George A. Akerlof,1940-06-17,Male
748,745,A. Michael Spence,1943-00-00,Male
749,746,Joseph E. Stiglitz,1943-02-09,Male
750,747,Sir Vidiadhar Surajprasad Naipaul,1932-08-17,Male
751,735,Leland H. Hartwell,1939-10-30,Male
752,736,Tim Hunt,1943-02-19,Male
753,737,Sir Paul M. Nurse,1949-01-25,Male
754,748,United Nations (U.N.),,
755,749,Kofi Annan,1938-04-08,Male
756,738,Eric A. Cornell,1961-12-19,Male
757,739,Wolfgang Ketterle,1957-10-21,Male
758,740,Carl E. Wieman,1951-03-26,Male
759,756,John B. Fenn,1917-06-15,Male
760,757,Koichi Tanaka,1959-08-03,Male
761,758,Kurt Wüthrich,1938-10-04,Male
762,758,Kurt Wüthrich,1938-10-04,Male
763,759,Daniel Kahneman,1934-03-05,Male
764,760,Vernon L. Smith,1927-01-01,Male
765,761,Imre Kertész,1929-11-09,Male
766,750,Sydney Brenner,1927-01-13,Male
767,751,H. Robert Horvitz,1947-05-08,Male
768,752,John E. Sulston,1942-03-27,Male
769,762,Jimmy Carter,1924-10-01,Male
770,753,Raymond Davis Jr.,1914-10-14,Male
771,754,Masatoshi Koshiba,1926-09-19,Male
772,755,Riccardo Giacconi,1931-10-06,Male
773,769,Peter Agre,1949-01-30,Male
774,770,Roderick MacKinnon,1956-02-19,Male
775,770,Roderick MacKinnon,1956-02-19,Male
776,771,Robert F. Engle III,1942-11-10,Male
777,772,Clive W.J. Granger,1934-09-04,Male
778,763,John M. Coetzee,1940-02-09,Male
779,764,Paul C. Lauterbur,1929-05-06,Male
780,765,Sir Peter Mansfield,1933-10-09,Male
781,773,Shirin Ebadi,1947-06-21,Female
782,766,Alexei A. Abrikosov,1928-06-25,Male
783,767,Vitaly L. Ginzburg,1916-10-04,Male
784,768,Anthony J. Leggett,1938-03-26,Male
785,779,Aaron Ciechanover,1947-10-01,Male
786,780,Avram Hershko,1937-12-31,Male
787,781,Irwin Rose,1926-07-16,Male
788,786,Finn E. Kydland,1943-12-01,Male
789,786,Finn E. Kydland,1943-12-01,Male
790,787,Edward C. Prescott,1940-12-26,Male
791,787,Edward C. Prescott,1940-12-26,Male
792,782,Elfriede Jelinek,1946-10-20,Female
793,774,Richard Axel,1946-07-02,Male
794,775,Linda B. Buck,1947-01-29,Female
795,783,Wangari Muta Maathai,1940-04-01,Female
796,776,David J. Gross,1941-02-19,Male
797,777,H. David Politzer,1949-08-31,Male
798,778,Frank Wilczek,1951-05-15,Male
799,794,Yves Chauvin,1930-10-10,Male
800,795,Robert H. Grubbs,1942-02-27,Male
801,796,Richard R. Schrock,1945-01-04,Male
802,799,Robert J. Aumann,1930-06-08,Male
803,800,Thomas C. Schelling,1921-04-14,Male
804,801,Harold Pinter,1930-10-10,Male
805,789,Barry J. Marshall,1951-09-30,Male
806,789,Barry J. Marshall,1951-09-30,Male
807,790,J. Robin Warren,1937-06-11,Male
808,797,International Atomic Energy Agency (IAEA),,
809,798,Mohamed ElBaradei,1942-06-17,Male
810,791,Roy J. Glauber,1925-09-01,Male
811,792,John L. Hall,1934-08-21,Male
812,792,John L. Hall,1934-08-21,Male
813,793,Theodor W. Hänsch,1941-10-30,Male
814,793,Theodor W. Hänsch,1941-10-30,Male
815,806,Roger D. Kornberg,1947-04-24,Male
816,807,Edmund S. Phelps,1933-07-26,Male
817,808,Orhan Pamuk,1952-06-07,Male
818,802,Andrew Z. Fire,1959-04-27,Male
819,803,Craig C. Mello,1960-10-19,Male
820,809,Muhammad Yunus,1940-06-28,Male
821,810,Grameen Bank,,
822,804,John C. Mather,1946-08-07,Male
823,805,George F. Smoot,1945-02-20,Male
824,816,Gerhard Ertl,1936-10-10,Male
825,820,Leonid Hurwicz,1917-08-21,Male
826,821,Eric S. Maskin,1950-12-12,Male
827,822,Roger B. Myerson,1951-03-29,Male
828,817,Doris Lessing,1919-10-22,Female
829,811,Mario R. Capecchi,1937-10-06,Male
830,811,Mario R. Capecchi,1937-10-06,Male
831,812,Sir Martin J. Evans,1941-01-01,Male
832,813,Oliver Smithies,1925-06-23,Male
833,818,Intergovernmental Panel on Climate Change (IPCC),,
834,819,Albert Arnold (Al) Gore Jr.,1948-03-31,Male
835,814,Albert Fert,1938-03-07,Male
836,814,Albert Fert,1938-03-07,Male
837,815,Peter Grünberg,1939-05-18,Male
838,829,Osamu Shimomura,1928-08-27,Male
839,829,Osamu Shimomura,1928-08-27,Male
840,830,Martin Chalfie,1947-01-15,Male
841,831,Roger Y. Tsien,1952-02-01,Male
842,831,Roger Y. Tsien,1952-02-01,Male
843,834,Paul Krugman,1953-02-28,Male
844,832,Jean-Marie Gustave Le Clézio,1940-04-13,Male
845,823,Harald zur Hausen,1936-03-11,Male
846,824,Françoise Barré-Sinoussi,1947-07-30,Female
847,825,Luc Montagnier,1932-08-18,Male
848,833,Martti Ahtisaari,1937-06-23,Male
849,826,Yoichiro Nambu,1921-01-18,Male
850,827,Makoto Kobayashi,1944-04-07,Male
851,828,Toshihide Maskawa,1940-02-07,Male
852,828,Toshihide Maskawa,1940-02-07,Male
853,841,Venkatraman Ramakrishnan,,Male
854,842,Thomas A. Steitz,1940-08-23,Male
855,842,Thomas A. Steitz,1940-08-23,Male
856,843,Ada E. Yonath,1939-06-22,Female
857,846,Elinor Ostrom,1933-08-07,Female
858,846,Elinor Ostrom,1933-08-07,Female
859,847,Oliver E. Williamson,1932-09-27,Male
860,844,Herta Müller,1953-08-17,Female
861,835,Elizabeth H. Blackburn,1948-11-26,Female
862,836,Carol W. Greider,1961-04-15,Female
863,837,Jack W. Szostak,1952-11-09,Male
864,837,Jack W. Szostak,1952-11-09,Male
865,837,Jack W. Szostak,1952-11-09,Male
866,845,Barack H. Obama,1961-08-04,Male
867,838,Charles Kuen Kao,1933-11-04,Male
868,838,Charles Kuen Kao,1933-11-04,Male
869,839,Willard S. Boyle,1924-08-19,Male
870,840,George E. Smith,1930-05-10,Male
871,851,Richard F. Heck,1931-08-15,Male
872,852,Ei-ichi Negishi,1935-07-14,Male
873,853,Akira Suzuki,1930-09-12,Male
874,856,Peter A. Diamond,1940-04-29,Male
875,857,Dale T. Mortensen,1939-02-02,Male
876,857,Dale T. Mortensen,1939-02-02,Male
877,858,Christopher A. Pissarides,1948-02-20,Male
878,854,Mario Vargas Llosa,1936-03-28,Male
879,848,Robert G. Edwards,1925-09-27,Male
880,855,Liu Xiaobo,1955-12-28,Male
881,849,Andre Geim,1958-10-21,Male
882,850,Konstantin Novoselov,1974-08-23,Male
883,867,Dan Shechtman,1941-01-24,Male
884,872,Thomas J. Sargent,1943-07-19,Male
885,873,Christopher A. Sims,1942-10-21,Male
886,868,Tomas Tranströmer,1931-04-15,Male
887,861,Bruce A. Beutler,1957-12-29,Male
888,861,Bruce A. Beutler,1957-12-29,Male
889,862,Jules A. Hoffmann,1941-08-02,Male
890,863,Ralph M. Steinman,1943-01-14,Male
891,869,Ellen Johnson Sirleaf,1938-10-29,Female
892,870,Leymah Gbowee,1972-02-01,Female
893,871,Tawakkol Karman,1979-02-07,Female
894,864,Saul Perlmutter,,Male
895,864,Saul Perlmutter,,Male
896,865,Brian P. Schmidt,1967-02-24,Male
897,866,Adam G. Riess,1969-12-16,Male
898,866,Adam G. Riess,1969-12-16,Male
899,878,Robert J. Lefkowitz,1943-04-15,Male
900,878,Robert J. Lefkowitz,1943-04-15,Male
901,879,Brian K. Kobilka,1955-05-30,Male
902,882,Alvin E. Roth,1951-12-18,Male
903,882,Alvin E. Roth,1951-12-18,Male
904,883,Lloyd S. Shapley,1923-06-02,Male
905,880,Mo Yan,1955-02-02,Male
906,874,Sir John B. Gurdon,1933-10-02,Male
907,875,Shinya Yamanaka,1962-09-04,Male
908,875,Shinya Yamanaka,1962-09-04,Male
909,881,European Union (EU),,
910,876,Serge Haroche,1944-09-11,Male
911,876,Serge Haroche,1944-09-11,Male
912,877,David J. Wineland,1944-02-24,Male
913,877,David J. Wineland,1944-02-24,Male
914,889,Martin Karplus,1930-03-15,Male
915,889,Martin Karplus,1930-03-15,Male
916,890,Michael Levitt,1947-05-09,Male
917,891,Arieh Warshel,1940-11-20,Male
918,894,Eugene F. Fama,1939-02-14,Male
919,895,Lars Peter Hansen,1952-10-26,Male
920,896,Robert J. Shiller,1946-03-29,Male
921,892,Alice Munro,1931-07-10,Female
922,884,James E. Rothman,1950-11-03,Male
923,885,Randy W. Schekman,1948-12-30,Male
924,885,Randy W. Schekman,1948-12-30,Male
925,886,Thomas C. Südhof,1955-12-22,Male
926,886,Thomas C. Südhof,1955-12-22,Male
927,893,Organisation for the Prohibition of Chemical Weapons (OPCW),,
928,887,François Englert,1932-11-06,Male
929,888,Peter W. Higgs,1929-05-29,Male
930,909,Eric Betzig,1960-01-13,Male
931,910,Stefan W. Hell,1962-12-23,Male
932,910,Stefan W. Hell,1962-12-23,Male
933,911,William E. Moerner,1953-06-24,Male
934,915,Jean Tirole,1953-08-09,Male
935,912,Patrick Modiano,1945-07-30,Male
936,903,John O'Keefe,1939-11-18,Male
937,904,May-Britt Moser,1963-01-04,Female
938,905,Edvard I. Moser,1962-04-27,Male
939,913,Kailash Satyarthi,1954-01-11,Male
940,914,Malala Yousafzai,1997-07-12,Female
941,906,Isamu Akasaki,1929-01-30,Male
942,906,Isamu Akasaki,1929-01-30,Male
943,907,Hiroshi Amano,1960-09-11,Male
944,908,Shuji Nakamura,1954-05-22,Male
945,921,Tomas Lindahl,1938-01-28,Male
946,921,Tomas Lindahl,1938-01-28,Male
947,922,Paul Modrich,1946-06-13,Male
948,922,Paul Modrich,1946-06-13,Male
949,923,Aziz Sancar,1946-09-08,Male
950,926,Angus Deaton,1945-10-19,Male
951,924,Svetlana Alexievich,1948-05-31,Female
952,916,William C. Campbell,1930-06-28,Male
953,917,Satoshi Ōmura,1935-07-12,Male
954,918,Youyou Tu,1930-12-30,Female
955,925,National Dialogue Quartet,,
956,919,Takaaki Kajita,1959-03-09,Male
957,920,Arthur B. McDonald,1943-08-29,Male
958,931,Jean-Pierre Sauvage,1944-10-21,Male
959,932,Sir J. Fraser Stoddart,1942-05-24,Male
960,933,Bernard L. Feringa,1951-05-18,Male
961,935,Oliver Hart,1948-10-09,Male
962,936,Bengt Holmström,1949-04-18,Male
963,937,Bob Dylan,1941-05-24,Male
964,927,Yoshinori Ohsumi,1945-02-09,Male
965,934,Juan Manuel Santos,1951-08-10,Male
966,928,David J. Thouless,1934-09-21,Male
967,929,F. Duncan M. Haldane,1951-09-14,Male
968,930,J. Michael Kosterlitz,1943-06-22,Male
