,Laureate_ID,Full_Name,Birth_Date,Sex,Organization_Name,Organization_Country,Organization_City,Organization
310,354,Hans Adolf Krebs,1900-08-25,Male,Sheffield University,United Kingdom,Sheffield,1
311,355,Fritz Albert Lipmann,1899-06-12,Male,Harvard Medical School,United States of America,"Boston, MA",1
312,355,Fritz Albert Lipmann,1899-06-12,Male,Massachusetts General Hospital,United States of America,"Boston, MA",1
313,355,Fritz Albert Lipmann,1899-06-12,Male,Harvard Medical School,United States of America,"Boston, MA",1
314,355,Fritz Albert Lipmann,1899-06-12,Male,Massachusetts General Hospital,United States of America,"Boston, MA",1
315,514,George Catlett Marshall,1880-12-31,Male,,,,0
316,60,Frits Zernike,1888-07-16,Male,Groningen University,Netherlands,Groningen,1
317,217,Linus Carl Pauling,1901-02-28,Male,California Institute of Technology (Caltech),United States of America,"Pasadena, CA",1
318,217,Linus Carl Pauling,1901-02-28,Male,California Institute of Technology (Caltech),United States of America,"Pasadena, CA",1
319,625,Ernest Miller Hemingway,1899-07-21,Male,,,,0
320,356,John Franklin Enders,1897-02-10,Male,Harvard Medical School,United States of America,"Boston, MA",1
321,356,John Franklin Enders,1897-02-10,Male,"Research Division of Infectious Diseases, Children's Medical Center",United States of America,"Boston, MA",1
322,356,John Franklin Enders,1897-02-10,Male,Harvard Medical School,United States of America,"Boston, MA",1
323,356,John Franklin Enders,1897-02-10,Male,"Research Division of Infectious Diseases, Children's Medical Center",United States of America,"Boston, MA",1
324,357,Thomas Huckle Weller,1915-06-15,Male,"Research Division of Infectious Diseases, Children's Medical Center",United States of America,"Boston, MA",1
325,358,Frederick Chapman Robbins,1916-08-25,Male,Western Reserve University,United States of America,"Cleveland, OH",1
326,515,Office of the United Nations High Commissioner for Refugees (UNHCR),,,,,,0
327,515,Office of the United Nations High Commissioner for Refugees (UNHCR),,,,,,0
328,61,Max Born,1882-12-11,Male,Edinburgh University,United Kingdom,Edinburgh,1
329,62,Walther Bothe,1891-01-08,Male,University of Heidelberg,Federal Republic of Germany,Heidelberg,1
330,62,Walther Bothe,1891-01-08,Male,Max-Planck-Institut für medizinische Forschung,Federal Republic of Germany,Heidelberg,1
331,62,Walther Bothe,1891-01-08,Male,University of Heidelberg,Federal Republic of Germany,Heidelberg,1
332,62,Walther Bothe,1891-01-08,Male,Max-Planck-Institut für medizinische Forschung,Federal Republic of Germany,Heidelberg,1
333,218,Vincent du Vigneaud,1901-05-18,Male,Cornell University,United States of America,"Ithaca, NY",1
334,626,Halldór Kiljan Laxness,1902-04-23,Male,,,,0
335,359,Axel Hugo Theodor Theorell,1903-07-06,Male,"Karolinska Institutet, Nobel Medical Institute",Sweden,Stockholm,1
336,63,Willis Eugene Lamb,1913-07-12,Male,Stanford University,United States of America,"Stanford, CA",1
337,64,Polykarp Kusch,1911-01-26,Male,Columbia University,United States of America,"New York, NY",1
338,219,Sir Cyril Norman Hinshelwood,1897-05-19,Male,University of Oxford,United Kingdom,Oxford,1
339,220,Nikolay Nikolaevich Semenov,1896-04-03,Male,Institute for Chemical Physics of the Academy of Sciences of the USSR,Union of Soviet Socialist Republics,Moscow,1
340,627,Juan Ramón Jiménez,1881-12-24,Male,,,,0
341,360,André Frédéric Cournand,1895-09-24,Male,"Columbia University Division, Cardio-Pulmonary Laboratory, Bellevue Hospital",United States of America,"New York, NY",1
342,361,Werner Forssmann,1904-08-29,Male,Mainz University,Federal Republic of Germany,Mainz,1
343,361,Werner Forssmann,1904-08-29,Male,,Federal Republic of Germany,Bad Kreuznach,0
344,361,Werner Forssmann,1904-08-29,Male,Mainz University,Federal Republic of Germany,Mainz,1
345,361,Werner Forssmann,1904-08-29,Male,,Federal Republic of Germany,Bad Kreuznach,0
346,362,Dickinson W. Richards,1895-10-30,Male,Columbia University,United States of America,"New York, NY",1
347,65,William Bradford Shockley,1910-02-13,Male,"Semiconductor Laboratory of Beckman Instruments, Inc.",United States of America,"Mountain View, CA",1
348,66,John Bardeen,1908-05-23,Male,University of Illinois,United States of America,"Urbana, IL",1
349,66,John Bardeen,1908-05-23,Male,University of Illinois,United States of America,"Urbana, IL",1
350,67,Walter Houser Brattain,1902-02-10,Male,Bell Telephone Laboratories,United States of America,"Murray Hill, NJ",1
351,221,Lord (Alexander R.) Todd,1907-10-02,Male,University of Cambridge,United Kingdom,Cambridge,1
352,628,Albert Camus,1913-11-07,Male,,,,0
353,363,Daniel Bovet,1907-03-23,Male,Istituto Superiore di Sanità (Chief Institute of Public Health),Italy,Rome,1
354,516,Lester Bowles Pearson,1897-04-23,Male,,,,0
355,68,Chen Ning Yang,1922-09-22,Male,Institute for Advanced Study,United States of America,"Princeton, NJ",1
356,69,Tsung-Dao (T.D.) Lee,1926-11-24,Male,Columbia University,United States of America,"New York, NY",1
357,222,Frederick Sanger,1918-08-13,Male,University of Cambridge,United Kingdom,Cambridge,1
358,222,Frederick Sanger,1918-08-13,Male,MRC Laboratory of Molecular Biology,United Kingdom,Cambridge,1
359,629,Boris Leonidovich Pasternak,1890-02-10,Male,,,,0
360,364,George Wells Beadle,1903-10-22,Male,California Institute of Technology (Caltech),United States of America,"Pasadena, CA",1
361,365,Edward Lawrie Tatum,1909-12-14,Male,Rockefeller Institute for Medical Research,United States of America,"New York, NY",1
362,366,Joshua Lederberg,1925-05-23,Male,University of Wisconsin,United States of America,"Madison, WI",1
363,517,Georges Pire,1910-02-10,Male,,,,0
364,70,Pavel Alekseyevich Cherenkov,1904-07-28,Male,P.N. Lebedev Physical Institute,Union of Soviet Socialist Republics,Moscow,1
365,71,Igor Yevgenyevich Tamm,1895-07-08,Male,University of Moscow,Union of Soviet Socialist Republics,Moscow,1
366,71,Igor Yevgenyevich Tamm,1895-07-08,Male,P.N. Lebedev Physical Institute,Union of Soviet Socialist Republics,Moscow,1
367,71,Igor Yevgenyevich Tamm,1895-07-08,Male,University of Moscow,Union of Soviet Socialist Republics,Moscow,1
368,71,Igor Yevgenyevich Tamm,1895-07-08,Male,P.N. Lebedev Physical Institute,Union of Soviet Socialist Republics,Moscow,1
369,721,Il´ja Mikhailovich Frank,1908-10-23,Male,University of Moscow,Union of Soviet Socialist Republics,Moscow,1
370,721,Il´ja Mikhailovich Frank,1908-10-23,Male,P.N. Lebedev Physical Institute,Union of Soviet Socialist Republics,Moscow,1
371,721,Il´ja Mikhailovich Frank,1908-10-23,Male,University of Moscow,Union of Soviet Socialist Republics,Moscow,1
372,721,Il´ja Mikhailovich Frank,1908-10-23,Male,P.N. Lebedev Physical Institute,Union of Soviet Socialist Republics,Moscow,1
373,223,Jaroslav Heyrovsky,1890-12-20,Male,Polarographic Institute of the Czechoslovak Academy of Science,Czechoslovakia,Prague,1
374,630,Salvatore Quasimodo,1901-08-20,Male,,,,0
375,367,Severo Ochoa,1905-09-24,Male,"New York University, College of Medicine",United States of America,"New York, NY",1
376,368,Arthur Kornberg,1918-03-03,Male,Stanford University,United States of America,"Stanford, CA",1
377,518,Philip J. Noel-Baker,1889-11-01,Male,,,,0
378,72,Emilio Gino Segrè,1905-02-01,Male,University of California,United States of America,"Berkeley, CA",1
379,73,Owen Chamberlain,1920-07-10,Male,University of California,United States of America,"Berkeley, CA",1
380,224,Willard Frank Libby,1908-12-17,Male,University of California,United States of America,"Los Angeles, CA",1
381,631,Saint-John Perse,1887-05-31,Male,,,,0
382,369,Sir Frank Macfarlane Burnet,1899-09-03,Male,Walter and Eliza Hall Institute for Medical Research,Australia,Melbourne,1
383,370,Peter Brian Medawar,1915-02-28,Male,University College,United Kingdom,London,1
384,519,Albert John Lutuli,1898-00-00,Male,,,,0
385,74,Donald Arthur Glaser,1926-09-21,Male,University of California,United States of America,"Berkeley, CA",1
386,225,Melvin Calvin,1911-04-08,Male,University of California,United States of America,"Berkeley, CA",1
387,633,Ivo Andric,1892-10-10,Male,,,,0
388,371,Georg von Békésy,1899-06-03,Male,Harvard University,United States of America,"Cambridge, MA",1
389,520,Dag Hjalmar Agne Carl Hammarskjöld,1905-07-29,Male,,,,0
390,75,Robert Hofstadter,1915-02-05,Male,Stanford University,United States of America,"Stanford, CA",1
391,76,Rudolf Ludwig Mössbauer,1929-01-31,Male,Technical University,Federal Republic of Germany,Munich,1
392,76,Rudolf Ludwig Mössbauer,1929-01-31,Male,California Institute of Technology (Caltech),United States of America,"Pasadena, CA",1
393,76,Rudolf Ludwig Mössbauer,1929-01-31,Male,Technical University,Federal Republic of Germany,Munich,1
394,76,Rudolf Ludwig Mössbauer,1929-01-31,Male,California Institute of Technology (Caltech),United States of America,"Pasadena, CA",1
395,226,Max Ferdinand Perutz,1914-05-19,Male,MRC Laboratory of Molecular Biology,United Kingdom,Cambridge,1
396,227,John Cowdery Kendrew,1917-03-24,Male,MRC Laboratory of Molecular Biology,United Kingdom,Cambridge,1
397,634,John Steinbeck,1902-02-27,Male,,,,0
398,372,Francis Harry Compton Crick,1916-06-08,Male,MRC Laboratory of Molecular Biology,United Kingdom,Cambridge,1
399,373,James Dewey Watson,1928-04-06,Male,Harvard University,United States of America,"Cambridge, MA",1
400,374,Maurice Hugh Frederick Wilkins,1916-12-15,Male,London University,United Kingdom,London,1
401,217,Linus Carl Pauling,1901-02-28,Male,California Institute of Technology (Caltech),United States of America,"Pasadena, CA",1
402,217,Linus Carl Pauling,1901-02-28,Male,California Institute of Technology (Caltech),United States of America,"Pasadena, CA",1
403,77,Lev Davidovich Landau,1908-01-22,Male,Academy of Sciences,Union of Soviet Socialist Republics,Moscow,1
404,228,Karl Ziegler,1898-11-26,Male,Max-Planck-Institut für Kohlenforschung (Max-Planck-Institute for Carbon Research),Federal Republic of Germany,Mülheim/Ruhr,1
405,229,Giulio Natta,1903-02-26,Male,Institute of Technology,Italy,Milan,1
406,635,Giorgos Seferis,1900-03-13,Male,,,,0
407,375,Sir John Carew Eccles,1903-01-27,Male,Australian National University,Australia,Canberra,1
408,376,Alan Lloyd Hodgkin,1914-02-05,Male,University of Cambridge,United Kingdom,Cambridge,1
409,377,Andrew Fielding Huxley,1917-11-22,Male,University College,United Kingdom,London,1
410,482,Comité international de la Croix Rouge (International Committee of the Red Cross),,,,,,0
411,482,Comité international de la Croix Rouge (International Committee of the Red Cross),,,,,,0
412,482,Comité international de la Croix Rouge (International Committee of the Red Cross),,,,,,0
413,523,Ligue des Sociétés de la Croix-Rouge (League of Red Cross Societies),,,,,,0
414,78,Eugene Paul Wigner,1902-11-17,Male,Princeton University,United States of America,"Princeton, NJ",1
415,79,Maria Goeppert Mayer,1906-06-28,Female,University of California,United States of America,"San Diego, CA",1
416,80,J. Hans D. Jensen,1907-06-25,Male,University of Heidelberg,Federal Republic of Germany,Heidelberg,1
417,230,Dorothy Crowfoot Hodgkin,1910-05-12,Female,"University of Oxford, Royal Society",United Kingdom,Oxford,1
418,637,Jean-Paul Sartre,1905-06-21,Male,,,,0
419,378,Konrad Bloch,1912-01-21,Male,Harvard University,United States of America,"Cambridge, MA",1
420,379,Feodor Lynen,1911-04-06,Male,Max-Planck-Institut für Zellchemie,Federal Republic of Germany,Munich,1
421,524,Martin Luther King Jr.,1929-01-15,Male,,,,0
422,81,Charles Hard Townes,1915-07-28,Male,Massachusetts Institute of Technology (MIT),United States of America,"Cambridge, MA",1
423,82,Nicolay Gennadiyevich Basov,1922-12-14,Male,P.N. Lebedev Physical Institute,Union of Soviet Socialist Republics,Moscow,1
424,83,Aleksandr Mikhailovich Prokhorov,1916-07-11,Male,P.N. Lebedev Physical Institute,Union of Soviet Socialist Republics,Moscow,1
425,231,Robert Burns Woodward,1917-04-10,Male,Harvard University,United States of America,"Cambridge, MA",1
426,638,Mikhail Aleksandrovich Sholokhov,1905-05-24,Male,,,,0
427,380,François Jacob,1920-06-17,Male,Institut Pasteur,France,Paris,1
428,381,André Lwoff,1902-05-08,Male,Institut Pasteur,France,Paris,1
429,382,Jacques Monod,1910-02-09,Male,Institut Pasteur,France,Paris,1
430,525,United Nations Children's Fund (UNICEF),,,,,,0
431,84,Sin-Itiro Tomonaga,1906-03-31,Male,Tokyo University of Education,Japan,Tokyo,1
432,85,Julian Schwinger,1918-02-12,Male,Harvard University,United States of America,"Cambridge, MA",1
433,86,Richard P. Feynman,1918-05-11,Male,California Institute of Technology (Caltech),United States of America,"Pasadena, CA",1
434,232,Robert S. Mulliken,1896-06-07,Male,University of Chicago,United States of America,"Chicago, IL",1
435,639,Shmuel Yosef Agnon,1888-07-17,Male,,,,0
436,640,Nelly Sachs,1891-12-10,Female,,,,0
437,383,Peyton Rous,1879-10-05,Male,Rockefeller University,United States of America,"New York, NY",1
438,384,Charles Brenton Huggins,1901-09-22,Male,"University of Chicago, Ben May Laboratory for Cancer Research",United States of America,"Chicago, IL",1
439,87,Alfred Kastler,1902-05-03,Male,École Normale Supérieure,France,Paris,1
440,233,Manfred Eigen,1927-05-09,Male,Max-Planck-Institut für Physikalische Chemie,Federal Republic of Germany,Göttingen,1
441,234,Ronald George Wreyford Norrish,1897-11-09,Male,Institute of Physical Chemistry,United Kingdom,Cambridge,1
442,235,George Porter,1920-12-06,Male,Royal Institution of Great Britain,United Kingdom,London,1
443,641,Miguel Angel Asturias,1899-10-19,Male,,,,0
444,385,Ragnar Granit,1900-10-30,Male,Karolinska Institutet,Sweden,Stockholm,1
445,386,Haldan Keffer Hartline,1903-12-22,Male,Rockefeller University,United States of America,"New York, NY",1
446,387,George Wald,1906-11-18,Male,Harvard University,United States of America,"Cambridge, MA",1
447,88,Hans Albrecht Bethe,1906-07-02,Male,Cornell University,United States of America,"Ithaca, NY",1
448,236,Lars Onsager,1903-11-27,Male,Yale University,United States of America,"New Haven, CT",1
449,642,Yasunari Kawabata,1899-06-11,Male,,,,0
450,388,Robert W. Holley,1922-01-28,Male,Cornell University,United States of America,"Ithaca, NY",1
451,389,Har Gobind Khorana,1922-01-09,Male,University of Wisconsin,United States of America,"Madison, WI",1
452,390,Marshall W. Nirenberg,1927-04-10,Male,National Institutes of Health,United States of America,"Bethesda, MD",1
453,526,René Cassin,1887-10-05,Male,,,,0
454,89,Luis Walter Alvarez,1911-06-13,Male,University of California,United States of America,"Berkeley, CA",1
455,237,Derek H. R. Barton,1918-09-08,Male,Imperial College,United Kingdom,London,1
456,238,Odd Hassel,1897-05-17,Male,University of Oslo,Norway,Oslo,1
457,677,Ragnar Frisch,1895-03-03,Male,University of Oslo,Norway,Oslo,1
458,678,Jan Tinbergen,1903-04-12,Male,The Netherlands School of Economics,Netherlands,Rotterdam,1
459,643,Samuel Beckett,1906-04-13,Male,,,,0
460,391,Max Delbrück,1906-09-04,Male,California Institute of Technology (Caltech),United States of America,"Pasadena, CA",1
461,392,Alfred D. Hershey,1908-12-04,Male,Carnegie Institution of Washington,United States of America,"Long Island, New York, NY",1
462,393,Salvador E. Luria,1912-08-13,Male,Massachusetts Institute of Technology (MIT),United States of America,"Cambridge, MA",1
463,527,International Labour Organization (I.L.O.),,,,,,0
464,90,Murray Gell-Mann,1929-09-15,Male,California Institute of Technology (Caltech),United States of America,"Pasadena, CA",1
465,239,Luis F. Leloir,1906-09-06,Male,Institute for Biochemical Research,Argentina,Buenos Aires,1
466,679,Paul A. Samuelson,1915-05-15,Male,Massachusetts Institute of Technology (MIT),United States of America,"Cambridge, MA",1
467,644,Aleksandr Isayevich Solzhenitsyn,1918-12-11,Male,,,,0
468,394,Sir Bernard Katz,1911-03-26,Male,University College,United Kingdom,London,1
469,395,Ulf von Euler,1905-02-07,Male,Karolinska Institutet,Sweden,Stockholm,1
470,396,Julius Axelrod,1912-05-30,Male,National Institutes of Health,United States of America,"Bethesda, MD",1
471,528,Norman E. Borlaug,1914-03-25,Male,,,,0
472,91,Hannes Olof Gösta Alfvén,1908-05-30,Male,Royal Institute of Technology,Sweden,Stockholm,1
473,92,Louis Eugène Félix Néel,1904-11-22,Male,University of Grenoble,France,Grenoble,1
474,240,Gerhard Herzberg,1904-12-25,Male,National Research Council of Canada,Canada,Ottawa,1
475,680,Simon Kuznets,1901-04-30,Male,Harvard University,United States of America,"Cambridge, MA",1
476,645,Pablo Neruda,1904-07-12,Male,,,,0
477,397,"Earl W. Sutherland, Jr.",1915-11-19,Male,Vanderbilt University,United States of America,"Nashville, TN",1
478,529,Willy Brandt,1913-12-18,Male,,,,0
479,93,Dennis Gabor,1900-06-05,Male,Imperial College,United Kingdom,London,1
480,241,Christian B. Anfinsen,1916-03-26,Male,National Institutes of Health,United States of America,"Bethesda, MD",1
481,242,Stanford Moore,1913-09-04,Male,Rockefeller University,United States of America,"New York, NY",1
482,243,William H. Stein,1911-06-25,Male,Rockefeller University,United States of America,"New York, NY",1
483,681,John R. Hicks,1904-04-08,Male,All Souls College,United Kingdom,Oxford,1
484,682,Kenneth J. Arrow,1921-08-23,Male,Harvard University,United States of America,"Cambridge, MA",1
485,647,Heinrich Böll,1917-12-21,Male,,,,0
486,398,Gerald M. Edelman,1929-07-01,Male,Rockefeller University,United States of America,"New York, NY",1
487,399,Rodney R. Porter,1917-10-08,Male,University of Oxford,United Kingdom,Oxford,1
488,66,John Bardeen,1908-05-23,Male,University of Illinois,United States of America,"Urbana, IL",1
489,66,John Bardeen,1908-05-23,Male,University of Illinois,United States of America,"Urbana, IL",1
490,95,Leon Neil Cooper,1930-02-28,Male,Brown University,United States of America,"Providence, RI",1
491,96,John Robert Schrieffer,1931-05-31,Male,University of Pennsylvania,United States of America,"Philadelphia, PA",1
492,244,Ernst Otto Fischer,1918-11-10,Male,Technical University,Federal Republic of Germany,Munich,1
493,245,Geoffrey Wilkinson,1921-07-14,Male,Imperial College,United Kingdom,London,1
494,683,Wassily Leontief,1906-08-05,Male,Harvard University,United States of America,"Cambridge, MA",1
495,648,Patrick White,1912-05-28,Male,,,,0
496,400,Karl von Frisch,1886-11-20,Male,Zoologisches Institut der Universität München,Federal Republic of Germany,Munich,1
497,401,Konrad Lorenz,1903-11-07,Male,"Konrad-Lorenz-Institut der Österreichischen Akademie der Wissen­schaften, Forschungsstelle für Ethologie",Austria,Altenberg; Grünau im Almtal,1
498,402,Nikolaas Tinbergen,1907-04-15,Male,University of Oxford,United Kingdom,Oxford,1
499,530,Henry A. Kissinger,1923-05-27,Male,,,,0
500,531,Le Duc Tho,1911-10-14,Male,,,,0
501,97,Leo Esaki,1925-03-12,Male,IBM Thomas J. Watson Research Center,United States of America,"Yorktown Heights, NY",1
502,98,Ivar Giaever,1929-04-05,Male,General Electric Company,United States of America,"Schenectady, NY",1
503,99,Brian David Josephson,1940-01-04,Male,University of Cambridge,United Kingdom,Cambridge,1
504,246,Paul J. Flory,1910-06-19,Male,Stanford University,United States of America,"Stanford, CA",1
505,684,Gunnar Myrdal,1898-12-06,Male,,,,0
506,685,Friedrich August von Hayek,1899-05-08,Male,,,,0
507,649,Eyvind Johnson,1900-07-29,Male,,,,0
508,650,Harry Martinson,1904-05-06,Male,,,,0
509,403,Albert Claude,1898-08-24,Male,Université Catholique de Louvain,Belgium,Louvain,1
510,404,Christian de Duve,1917-10-02,Male,Rockefeller University,United States of America,"New York, NY",1
511,404,Christian de Duve,1917-10-02,Male,Université Catholique de Louvain,Belgium,Louvain,1
512,404,Christian de Duve,1917-10-02,Male,Rockefeller University,United States of America,"New York, NY",1
513,404,Christian de Duve,1917-10-02,Male,Université Catholique de Louvain,Belgium,Louvain,1
514,405,George E. Palade,1912-11-19,Male,"Yale University, School of Medicine",United States of America,"New Haven, CT",1
515,532,Seán MacBride,1904-01-26,Male,,,,0
516,533,Eisaku Sato,1901-03-27,Male,,,,0
517,100,Sir Martin Ryle,1918-09-27,Male,University of Cambridge,United Kingdom,Cambridge,1
518,101,Antony Hewish,1924-05-11,Male,University of Cambridge,United Kingdom,Cambridge,1
519,247,John Warcup Cornforth,1917-09-07,Male,University of Sussex,United Kingdom,Brighton,1
520,248,Vladimir Prelog,1906-07-23,Male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Switzerland,Zurich,1
521,686,Leonid Vitaliyevich Kantorovich,1912-01-19,Male,Academy of Sciences,Union of Soviet Socialist Republics,Moscow,1
522,687,Tjalling C. Koopmans,1910-08-28,Male,Yale University,United States of America,"New Haven, CT",1
523,651,Eugenio Montale,1896-10-12,Male,,,,0
524,406,David Baltimore,1938-03-07,Male,Massachusetts Institute of Technology (MIT),United States of America,"Cambridge, MA",1
525,407,Renato Dulbecco,1914-02-22,Male,Imperial Cancer Research Fund Laboratory,United Kingdom,London,1
526,408,Howard Martin Temin,1934-12-10,Male,University of Wisconsin,United States of America,"Madison, WI",1
527,534,Andrei Dmitrievich Sakharov,1921-05-21,Male,,,,0
528,102,Aage Niels Bohr,1922-06-19,Male,Niels Bohr Institute,Denmark,Copenhagen,1
529,103,Ben Roy Mottelson,1926-07-09,Male,Nordita,Denmark,Copenhagen,1
530,104,Leo James Rainwater,1917-12-09,Male,Columbia University,United States of America,"New York, NY",1
531,249,William N. Lipscomb,1919-12-09,Male,Harvard University,United States of America,"Cambridge, MA",1
532,688,Milton Friedman,1912-07-31,Male,University of Chicago,United States of America,"Chicago, IL",1
533,652,Saul Bellow,1915-06-10,Male,,,,0
534,409,Baruch S. Blumberg,1925-07-28,Male,The Institute for Cancer Research,United States of America,"Philadelphia, PA",1
535,410,D. Carleton Gajdusek,1923-09-09,Male,National Institutes of Health,United States of America,"Bethesda, MD",1
536,535,Betty Williams,1943-05-22,Female,,,,0
537,536,Mairead Corrigan,1944-01-27,Female,,,,0
538,105,Burton Richter,1931-03-22,Male,Stanford Linear Accelerator Center,United States of America,"Stanford, CA",1
539,106,Samuel Chao Chung Ting,1936-01-27,Male,Massachusetts Institute of Technology (MIT),United States of America,"Cambridge, MA",1
540,250,Ilya Prigogine,1917-01-25,Male,Université Libre de Bruxelles,Belgium,Brussels,1
541,250,Ilya Prigogine,1917-01-25,Male,University of Texas,United States of America,"Austin, TX",1
542,250,Ilya Prigogine,1917-01-25,Male,Université Libre de Bruxelles,Belgium,Brussels,1
543,250,Ilya Prigogine,1917-01-25,Male,University of Texas,United States of America,"Austin, TX",1
544,689,Bertil Ohlin,1899-04-23,Male,Stockholm School of Economics,Sweden,Stockholm,1
545,690,James E. Meade,1907-06-23,Male,University of Cambridge,United Kingdom,Cambridge,1
546,653,Vicente Aleixandre,1898-04-26,Male,,,,0
547,411,Roger Guillemin,1924-01-11,Male,The Salk Institute,United States of America,"San Diego, CA",1
548,412,Andrew V. Schally,1926-11-30,Male,Veterans Administration Hospital,United States of America,"New Orleans, LA",1
549,413,Rosalyn Yalow,1921-07-19,Female,Veterans Administration Hospital,United States of America,"Bronx, NY",1
550,537,Amnesty International,,,,,,0
551,107,Philip Warren Anderson,1923-12-13,Male,Bell Telephone Laboratories,United States of America,"Murray Hill, NJ",1
552,108,Sir Nevill Francis Mott,1905-09-30,Male,University of Cambridge,United Kingdom,Cambridge,1
553,109,John Hasbrouck van Vleck,1899-03-13,Male,Harvard University,United States of America,"Cambridge, MA",1
554,251,Peter D. Mitchell,1920-09-29,Male,Glynn Research Laboratories,United Kingdom,Bodmin,1
555,691,Herbert A. Simon,1916-06-15,Male,Carnegie Mellon University,United States of America,"Pittsburgh, PA",1
556,654,Isaac Bashevis Singer,1904-07-14,Male,,,,0
557,414,Werner Arber,1929-06-03,Male,Biozentrum der Universität,Switzerland,Basel,1
558,415,Daniel Nathans,1928-10-30,Male,Johns Hopkins University School of Medicine,United States of America,"Baltimore, MD",1
559,416,Hamilton O. Smith,1931-08-23,Male,Johns Hopkins University School of Medicine,United States of America,"Baltimore, MD",1
560,538,Mohamed Anwar al-Sadat,1918-12-25,Male,,,,0
561,539,Menachem Begin,1913-08-16,Male,,,,0
562,110,Pyotr Leonidovich Kapitsa,1894-07-09,Male,Academy of Sciences,Union of Soviet Socialist Republics,Moscow,1
563,111,Arno Allan Penzias,1933-04-26,Male,Bell Laboratories,United States of America,"Holmdel, NJ",1
564,112,Robert Woodrow Wilson,1936-01-10,Male,Bell Laboratories,United States of America,"Holmdel, NJ",1
565,252,Herbert C. Brown,1912-05-22,Male,Purdue University,United States of America,"West Lafayette, IN",1
566,253,Georg Wittig,1897-06-16,Male,University of Heidelberg,Federal Republic of Germany,Heidelberg,1
567,692,Theodore W. Schultz,1902-04-30,Male,University of Chicago,United States of America,"Chicago, IL",1
568,693,Sir Arthur Lewis,1915-01-23,Male,Princeton University,United States of America,"Princeton, NJ",1
569,655,Odysseus Elytis,1911-11-02,Male,,,,0
570,417,Allan M. Cormack,1924-02-23,Male,Tufts University,United States of America,"Medford, MA",1
571,418,Godfrey N. Hounsfield,1919-08-28,Male,"Central Research Laboratories, EMI",United Kingdom,London,1
572,540,Mother Teresa,1910-08-26,Female,,,,0
573,113,Sheldon Lee Glashow,1932-12-05,Male,"Harvard University, Lyman Laboratory",United States of America,"Cambridge, MA",1
574,114,Abdus Salam,1926-01-29,Male,International Centre for Theoretical Physics,Italy,Trieste,1
575,114,Abdus Salam,1926-01-29,Male,Imperial College,United Kingdom,London,1
576,114,Abdus Salam,1926-01-29,Male,International Centre for Theoretical Physics,Italy,Trieste,1
577,114,Abdus Salam,1926-01-29,Male,Imperial College,United Kingdom,London,1
578,115,Steven Weinberg,1933-05-03,Male,Harvard University,United States of America,"Cambridge, MA",1
579,222,Frederick Sanger,1918-08-13,Male,University of Cambridge,United Kingdom,Cambridge,1
580,222,Frederick Sanger,1918-08-13,Male,MRC Laboratory of Molecular Biology,United Kingdom,Cambridge,1
581,254,Paul Berg,1926-06-30,Male,Stanford University,United States of America,"Stanford, CA",1
582,255,Walter Gilbert,1932-03-21,Male,"Harvard University, Biological Laboratories",United States of America,"Cambridge, MA",1
583,694,Lawrence R. Klein,1920-09-14,Male,University of Pennsylvania,United States of America,"Philadelphia, PA",1
584,657,Czeslaw Milosz,1911-06-30,Male,,,,0
585,419,Baruj Benacerraf,1920-10-29,Male,Harvard Medical School,United States of America,"Boston, MA",1
586,420,Jean Dausset,1916-10-19,Male,"Université de Paris, Laboratoire Immuno-Hématologie",France,Paris,1
587,421,George D. Snell,1903-12-19,Male,Jackson Laboratory,United States of America,"Bar Harbor, ME",1
588,541,Adolfo Pérez Esquivel,1931-11-26,Male,,,,0
589,116,James Watson Cronin,1931-09-29,Male,University of Chicago,United States of America,"Chicago, IL",1
590,117,Val Logsdon Fitch,1923-03-10,Male,Princeton University,United States of America,"Princeton, NJ",1
591,257,Kenichi Fukui,1918-10-04,Male,Kyoto University,Japan,Kyoto,1
592,258,Roald Hoffmann,1937-07-18,Male,Cornell University,United States of America,"Ithaca, NY",1
593,695,James Tobin,1918-03-05,Male,Yale University,United States of America,"New Haven, CT",1
594,658,Elias Canetti,1905-07-25,Male,,,,0
595,422,Roger W. Sperry,1913-08-20,Male,California Institute of Technology (Caltech),United States of America,"Pasadena, CA",1
596,423,David H. Hubel,1926-02-27,Male,Harvard Medical School,United States of America,"Boston, MA",1
597,424,Torsten N. Wiesel,1924-06-03,Male,Harvard Medical School,United States of America,"Boston, MA",1
598,515,Office of the United Nations High Commissioner for Refugees (UNHCR),,,,,,0
599,515,Office of the United Nations High Commissioner for Refugees (UNHCR),,,,,,0
600,118,Nicolaas Bloembergen,1920-03-11,Male,Harvard University,United States of America,"Cambridge, MA",1
601,119,Arthur Leonard Schawlow,1921-05-05,Male,Stanford University,United States of America,"Stanford, CA",1
602,120,Kai M. Siegbahn,1918-04-20,Male,Uppsala University,Sweden,Uppsala,1
603,259,Aaron Klug,1926-08-11,Male,MRC Laboratory of Molecular Biology,United Kingdom,Cambridge,1
604,696,George J. Stigler,1911-01-17,Male,University of Chicago,United States of America,"Chicago, IL",1
605,659,Gabriel García Márquez,1927-03-06,Male,,,,0
606,425,Sune K. Bergström,1916-01-10,Male,Karolinska Institutet,Sweden,Stockholm,1
